store_id,region,store_size,week,period,campaign_active,weekly_revenue_k
47,South,Small,3,Pre,0,17.6
47,South,Small,4,Pre,0,17.36
47,South,Small,5,Pre,0,18.92
47,South,Small,6,Pre,0,18.9
47,South,Small,7,Pre,0,18.45
47,South,Small,8,Pre,0,19.67
47,South,Small,9,Post,1,24.33
47,South,Small,10,Post,1,11.31
47,South,Small,11,Post,1,17.54
47,South,Small,12,Post,1,16.7
47,South,Small,13,Post,1,19.6
47,South,Small,14,Post,1,19.54
47,South,Small,15,Post,1,15.61
47,South,Small,16,Post,1,16.58
48,South,Small,1,Pre,0,18.51
48,South,Small,2,Pre,0,20.17
48,South,Small,3,Pre,0,18.88
48,South,Small,4,Pre,0,15.83
48,South,Small,5,Pre,0,21.9
48,South,Small,6,Pre,0,18.11
48,South,Small,7,Pre,0,18.47
48,South,Small,8,Pre,0,15.94
48,South,Small,9,Post,1,17.34
48,South,Small,10,Post,1,24.94
48,South,Small,11,Post,1,14.19
48,South,Small,12,Post,1,21.53
48,South,Small,13,Post,1,22.46
48,South,Small,14,Post,1,24.74
48,South,Small,15,Post,1,19.8
48,South,Small,16,Post,1,21.24
49,East,Small,1,Pre,0,21.06
49,East,Small,2,Pre,0,23.87
49,East,Small,3,Pre,0,24.6
49,East,Small,4,Pre,0,20.32
49,East,Small,5,Pre,0,18.12
49,East,Small,6,Pre,0,21.51
49,East,Small,7,Pre,0,18.33
49,East,Small,8,Pre,0,25.86
49,East,Small,9,Post,1,21.17
49,East,Small,10,Post,1,18.48
49,East,Small,11,Post,1,24.22
49,East,Small,12,Post,1,18.31
49,East,Small,13,Post,1,25.99
49,East,Small,14,Post,1,25.68
49,East,Small,15,Post,1,17.14
49,East,Small,16,Post,1,22.92
50,North,Medium,1,Pre,0,30.97
50,North,Medium,2,Pre,0,28.8
50,North,Medium,3,Pre,0,28.52
50,North,Medium,4,Pre,0,33.31
50,North,Medium,5,Pre,0,25.45
50,North,Medium,6,Pre,0,29.85
50,North,Medium,7,Pre,0,27.41
50,North,Medium,8,Pre,0,28.0
50,North,Medium,9,Post,1,33.7
50,North,Medium,10,Post,1,34.1
50,North,Medium,11,Post,1,27.66
50,North,Medium,12,Post,1,23.69
50,North,Medium,13,Post,1,29.83
50,North,Medium,14,Post,1,29.41
50,North,Medium,15,Post,1,33.1
50,North,Medium,16,Post,1,29.85
51,West,Medium,1,Pre,0,28.29
51,West,Medium,2,Pre,0,26.8
51,West,Medium,3,Pre,0,32.0
51,West,Medium,4,Pre,0,28.87
51,West,Medium,5,Pre,0,29.56
51,West,Medium,6,Pre,0,29.35
51,West,Medium,7,Pre,0,30.78
51,West,Medium,8,Pre,0,28.01
51,West,Medium,9,Post,1,30.26
51,West,Medium,10,Post,1,28.44
51,West,Medium,11,Post,1,34.87
51,West,Medium,12,Post,1,31.59
51,West,Medium,13,Post,1,33.42
51,West,Medium,14,Post,1,35.4
51,West,Medium,15,Post,1,30.7
51,West,Medium,16,Post,1,34.77
52,East,Small,1,Pre,0,19.63
52,East,Small,2,Pre,0,16.59
52,East,Small,3,Pre,0,19.43
52,East,Small,4,Pre,0,17.64
52,East,Small,5,Pre,0,18.39
52,East,Small,6,Pre,0,21.67
52,East,Small,7,Pre,0,24.7
52,East,Small,8,Pre,0,21.12
52,East,Small,9,Post,1,21.63
52,East,Small,10,Post,1,21.55
52,East,Small,11,Post,1,21.7
52,East,Small,12,Post,1,22.69
52,East,Small,13,Post,1,22.85
52,East,Small,14,Post,1,19.53
52,East,Small,15,Post,1,21.64
52,East,Small,16,Post,1,22.77
53,West,Medium,1,Pre,0,31.29
53,West,Medium,2,Pre,0,24.7
53,West,Medium,3,Pre,0,23.74
53,West,Medium,4,Pre,0,24.4
53,West,Medium,5,Pre,0,32.21
53,West,Medium,6,Pre,0,27.13
53,West,Medium,7,Pre,0,35.84
53,West,Medium,8,Pre,0,27.09
53,West,Medium,9,Post,1,36.41
53,West,Medium,10,Post,1,40.05
53,West,Medium,11,Post,1,36.19
53,West,Medium,12,Post,1,34.76
53,West,Medium,13,Post,1,28.92
53,West,Medium,14,Post,1,31.39
53,West,Medium,15,Post,1,33.28
53,West,Medium,16,Post,1,33.27
54,West,Small,1,Pre,0,19.24
54,West,Small,2,Pre,0,21.89
54,West,Small,3,Pre,0,20.43
54,West,Small,4,Pre,0,17.21
54,West,Small,5,Pre,0,22.2
54,West,Small,6,Pre,0,22.09
54,West,Small,7,Pre,0,26.67
54,West,Small,8,Pre,0,24.2
54,West,Small,9,Post,1,28.2
54,West,Small,10,Post,1,27.33
54,West,Small,11,Post,1,21.27
54,West,Small,12,Post,1,26.83
54,West,Small,13,Post,1,30.82
54,West,Small,14,Post,1,20.51
54,West,Small,15,Post,1,19.45
54,West,Small,16,Post,1,24.21
55,East,Medium,1,Pre,0,22.14
55,East,Medium,2,Pre,0,28.04
55,East,Medium,3,Pre,0,25.11
55,East,Medium,4,Pre,0,23.33
55,East,Medium,5,Pre,0,18.56
55,East,Medium,6,Pre,0,26.52
55,East,Medium,7,Pre,0,31.56
55,East,Medium,8,Pre,0,31.25
55,East,Medium,9,Post,1,27.57
55,East,Medium,10,Post,1,27.57
55,East,Medium,11,Post,1,32.31
55,East,Medium,12,Post,1,30.99
55,East,Medium,13,Post,1,27.1
55,East,Medium,14,Post,1,28.18
55,East,Medium,15,Post,1,32.8
55,East,Medium,16,Post,1,33.02
56,West,Small,1,Pre,0,17.13
56,West,Small,2,Pre,0,15.09
56,West,Small,3,Pre,0,10.4
56,West,Small,4,Pre,0,19.66
56,West,Small,5,Pre,0,19.25
56,West,Small,6,Pre,0,16.4
56,West,Small,7,Pre,0,17.37
56,West,Small,8,Pre,0,18.63
56,West,Small,9,Post,1,15.63
56,West,Small,10,Post,1,16.43
56,West,Small,11,Post,1,15.54
56,West,Small,12,Post,1,19.45
56,West,Small,13,Post,1,20.31
56,West,Small,14,Post,1,15.84
56,West,Small,15,Post,1,22.44
56,West,Small,16,Post,1,17.94
57,North,Medium,1,Pre,0,31.23
57,North,Medium,2,Pre,0,29.78
57,North,Medium,3,Pre,0,28.26
57,North,Medium,4,Pre,0,26.97
57,North,Medium,5,Pre,0,29.53
57,North,Medium,6,Pre,0,26.28
57,North,Medium,7,Pre,0,21.11
57,North,Medium,8,Pre,0,30.51
57,North,Medium,9,Post,1,26.95
57,North,Medium,10,Post,1,33.01
57,North,Medium,11,Post,1,35.01
57,North,Medium,12,Post,1,31.1
57,North,Medium,13,Post,1,32.33
57,North,Medium,14,Post,1,30.18
57,North,Medium,15,Post,1,31.69
57,North,Medium,16,Post,1,35.34
58,North,Medium,1,Pre,0,26.43
58,North,Medium,2,Pre,0,22.87
58,North,Medium,3,Pre,0,29.72
58,North,Medium,4,Pre,0,27.02
58,North,Medium,5,Pre,0,26.74
58,North,Medium,6,Pre,0,36.18
58,North,Medium,7,Pre,0,28.08
58,North,Medium,8,Pre,0,25.14
58,North,Medium,9,Post,1,33.15
58,North,Medium,10,Post,1,26.55
58,North,Medium,11,Post,1,29.68
58,North,Medium,12,Post,1,35.72
58,North,Medium,13,Post,1,33.49
58,North,Medium,14,Post,1,32.91
58,North,Medium,15,Post,1,28.65
58,North,Medium,16,Post,1,32.55
59,North,Large,1,Pre,0,39.87
59,North,Large,2,Pre,0,38.32
59,North,Large,3,Pre,0,42.18
59,North,Large,4,Pre,0,46.77
59,North,Large,5,Pre,0,38.01
59,North,Large,6,Pre,0,41.06
59,North,Large,7,Pre,0,44.95
59,North,Large,8,Pre,0,40.77
59,North,Large,9,Post,1,43.06
59,North,Large,10,Post,1,45.49
59,North,Large,11,Post,1,50.0
59,North,Large,12,Post,1,50.23
59,North,Large,13,Post,1,46.43
59,North,Large,14,Post,1,46.02
59,North,Large,15,Post,1,45.61
59,North,Large,16,Post,1,44.26
60,South,Small,1,Pre,0,25.11
60,South,Small,2,Pre,0,21.09
60,South,Small,3,Pre,0,15.48
60,South,Small,4,Pre,0,19.72
60,South,Small,5,Pre,0,25.05
60,South,Small,6,Pre,0,21.36
60,South,Small,7,Pre,0,18.62
60,South,Small,8,Pre,0,20.01
60,South,Small,9,Post,1,25.76
60,South,Small,10,Post,1,21.91
60,South,Small,11,Post,1,20.17
60,South,Small,12,Post,1,24.26
60,South,Small,13,Post,1,28.94
60,South,Small,14,Post,1,23.21
60,South,Small,15,Post,1,23.64
60,South,Small,16,Post,1,23.04
61,South,Small,1,Pre,0,17.79
61,South,Small,2,Pre,0,13.16
61,South,Small,3,Pre,0,15.03
61,South,Small,4,Pre,0,15.26
61,South,Small,5,Pre,0,13.74
61,South,Small,6,Pre,0,16.11
61,South,Small,7,Pre,0,13.13
61,South,Small,8,Pre,0,16.9
61,South,Small,9,Post,1,15.0
61,South,Small,10,Post,1,15.79
61,South,Small,11,Post,1,16.89
61,South,Small,12,Post,1,17.46
61,South,Small,13,Post,1,18.63
61,South,Small,14,Post,1,18.74
61,South,Small,15,Post,1,17.86
61,South,Small,16,Post,1,18.17
62,North,Small,1,Pre,0,18.18
62,North,Small,2,Pre,0,14.74
62,North,Small,3,Pre,0,8.99
62,North,Small,4,Pre,0,17.45
62,North,Small,5,Pre,0,13.58
62,North,Small,6,Pre,0,14.82
62,North,Small,7,Pre,0,16.01
62,North,Small,8,Pre,0,15.61
62,North,Small,9,Post,1,16.51
62,North,Small,10,Post,1,16.77
62,North,Small,11,Post,1,19.49
62,North,Small,12,Post,1,18.79
62,North,Small,13,Post,1,18.5
62,North,Small,14,Post,1,22.46
62,North,Small,15,Post,1,15.63
62,North,Small,16,Post,1,16.0
63,West,Large,1,Pre,0,39.87
63,West,Large,2,Pre,0,41.45
63,West,Large,3,Pre,0,41.41
63,West,Large,4,Pre,0,47.06
63,West,Large,5,Pre,0,49.19
63,West,Large,6,Pre,0,44.11
63,West,Large,7,Pre,0,43.93
63,West,Large,8,Pre,0,44.6
63,West,Large,9,Post,1,47.7
63,West,Large,10,Post,1,51.92
63,West,Large,11,Post,1,50.03
63,West,Large,12,Post,1,42.53
63,West,Large,13,Post,1,47.88
63,West,Large,14,Post,1,48.13
63,West,Large,15,Post,1,50.16
63,West,Large,16,Post,1,54.56
64,South,Large,1,Pre,0,50.54
64,South,Large,2,Pre,0,48.02
64,South,Large,3,Pre,0,46.16
64,South,Large,4,Pre,0,41.46
64,South,Large,5,Pre,0,45.26
64,South,Large,6,Pre,0,43.58
64,South,Large,7,Pre,0,52.02
64,South,Large,8,Pre,0,45.45
64,South,Large,9,Post,1,52.14
64,South,Large,10,Post,1,55.24
64,South,Large,11,Post,1,50.24
64,South,Large,12,Post,1,45.86
64,South,Large,13,Post,1,49.61
64,South,Large,14,Post,1,47.99
64,South,Large,15,Post,1,48.52
64,South,Large,16,Post,1,50.77
65,South,Small,1,Pre,0,14.17
65,South,Small,2,Pre,0,17.38
65,South,Small,3,Pre,0,16.14
65,South,Small,4,Pre,0,19.14
65,South,Small,5,Pre,0,22.0
65,South,Small,6,Pre,0,13.0
65,South,Small,7,Pre,0,18.57
65,South,Small,8,Pre,0,17.8
65,South,Small,9,Post,1,21.45
65,South,Small,10,Post,1,18.25
65,South,Small,11,Post,1,22.1
65,South,Small,12,Post,1,25.4
65,South,Small,13,Post,1,17.99
65,South,Small,14,Post,1,13.18
65,South,Small,15,Post,1,18.89
65,South,Small,16,Post,1,16.23
66,East,Medium,1,Pre,0,29.33
66,East,Medium,2,Pre,0,31.1
66,East,Medium,3,Pre,0,35.2
66,East,Medium,4,Pre,0,33.2
66,East,Medium,5,Pre,0,29.93
66,East,Medium,6,Pre,0,28.19
66,East,Medium,7,Pre,0,24.66
66,East,Medium,8,Pre,0,28.67
66,East,Medium,9,Post,1,30.87
66,East,Medium,10,Post,1,33.94
66,East,Medium,11,Post,1,31.8
66,East,Medium,12,Post,1,35.32
66,East,Medium,13,Post,1,36.53
66,East,Medium,14,Post,1,33.82
66,East,Medium,15,Post,1,35.39
66,East,Medium,16,Post,1,35.83
67,North,Large,1,Pre,0,41.17
67,North,Large,2,Pre,0,36.96
67,North,Large,3,Pre,0,40.47
67,North,Large,4,Pre,0,40.07
67,North,Large,5,Pre,0,39.58
67,North,Large,6,Pre,0,39.8
67,North,Large,7,Pre,0,34.89
67,North,Large,8,Pre,0,38.63
67,North,Large,9,Post,1,45.22
67,North,Large,10,Post,1,46.97
67,North,Large,11,Post,1,46.34
67,North,Large,12,Post,1,43.37
67,North,Large,13,Post,1,43.45
67,North,Large,14,Post,1,48.57
67,North,Large,15,Post,1,47.76
67,North,Large,16,Post,1,45.17
68,West,Medium,1,Pre,0,28.4
68,West,Medium,2,Pre,0,31.05
68,West,Medium,3,Pre,0,31.0
68,West,Medium,4,Pre,0,23.89
68,West,Medium,5,Pre,0,32.43
68,West,Medium,6,Pre,0,24.13
68,West,Medium,7,Pre,0,31.67
68,West,Medium,8,Pre,0,31.94
68,West,Medium,9,Post,1,29.52
68,West,Medium,10,Post,1,30.05
68,West,Medium,11,Post,1,33.79
68,West,Medium,12,Post,1,37.46
68,West,Medium,13,Post,1,30.72
68,West,Medium,14,Post,1,27.7
68,West,Medium,15,Post,1,37.66
68,West,Medium,16,Post,1,28.84
69,North,Medium,1,Pre,0,28.71
69,North,Medium,2,Pre,0,25.65
69,North,Medium,3,Pre,0,29.11
69,North,Medium,4,Pre,0,26.59
69,North,Medium,5,Pre,0,27.88
69,North,Medium,6,Pre,0,29.45
69,North,Medium,7,Pre,0,27.94
69,North,Medium,8,Pre,0,26.7
69,North,Medium,9,Post,1,30.74
69,North,Medium,10,Post,1,29.95
69,North,Medium,11,Post,1,34.61
69,North,Medium,12,Post,1,32.72
69,North,Medium,13,Post,1,34.0
69,North,Medium,14,Post,1,31.26
69,North,Medium,15,Post,1,27.26
69,North,Medium,16,Post,1,26.43
70,West,Small,1,Pre,0,23.28
70,West,Small,2,Pre,0,24.68
70,West,Small,3,Pre,0,20.22
70,West,Small,4,Pre,0,19.83
70,West,Small,5,Pre,0,13.39
70,West,Small,6,Pre,0,16.91
70,West,Small,7,Pre,0,16.22
70,West,Small,8,Pre,0,16.69
70,West,Small,9,Post,1,18.71
70,West,Small,10,Post,1,19.95
70,West,Small,11,Post,1,19.61
70,West,Small,12,Post,1,20.14
70,West,Small,13,Post,1,16.39
70,West,Small,14,Post,1,27.03
70,West,Small,15,Post,1,20.14
70,West,Small,16,Post,1,19.37
71,East,Small,1,Pre,0,21.72
71,East,Small,2,Pre,0,26.64
71,East,Small,3,Pre,0,27.24
71,East,Small,4,Pre,0,28.97
71,East,Small,5,Pre,0,26.21
71,East,Small,6,Pre,0,26.8
71,East,Small,7,Pre,0,24.84
71,East,Small,8,Pre,0,26.69
71,East,Small,9,Post,1,29.06
71,East,Small,10,Post,1,28.35
71,East,Small,11,Post,1,30.85
71,East,Small,12,Post,1,22.71
71,East,Small,13,Post,1,26.71
71,East,Small,14,Post,1,25.28
71,East,Small,15,Post,1,23.4
71,East,Small,16,Post,1,34.46
72,North,Large,1,Pre,0,42.52
72,North,Large,2,Pre,0,43.47
72,North,Large,3,Pre,0,44.13
72,North,Large,4,Pre,0,44.48
72,North,Large,5,Pre,0,44.23
72,North,Large,6,Pre,0,42.92
72,North,Large,7,Pre,0,42.12
72,North,Large,8,Pre,0,42.25
72,North,Large,9,Post,1,50.11
72,North,Large,10,Post,1,39.65
72,North,Large,11,Post,1,48.5
72,North,Large,12,Post,1,46.06
72,North,Large,13,Post,1,51.17
72,North,Large,14,Post,1,47.38
72,North,Large,15,Post,1,42.14
72,North,Large,16,Post,1,48.83
73,North,Large,1,Pre,0,46.3
73,North,Large,2,Pre,0,46.89
73,North,Large,3,Pre,0,46.3
73,North,Large,4,Pre,0,43.06
73,North,Large,5,Pre,0,46.07
73,North,Large,6,Pre,0,47.1
73,North,Large,7,Pre,0,46.97
73,North,Large,8,Pre,0,48.19
73,North,Large,9,Post,1,51.19
73,North,Large,10,Post,1,50.57
73,North,Large,11,Post,1,47.84
73,North,Large,12,Post,1,46.57
73,North,Large,13,Post,1,46.97
73,North,Large,14,Post,1,43.69
73,North,Large,15,Post,1,49.62
73,North,Large,16,Post,1,50.22
74,West,Medium,1,Pre,0,26.31
74,West,Medium,2,Pre,0,28.68
74,West,Medium,3,Pre,0,28.66
74,West,Medium,4,Pre,0,28.18
74,West,Medium,5,Pre,0,33.14
74,West,Medium,6,Pre,0,30.27
74,West,Medium,7,Pre,0,30.07
74,West,Medium,8,Pre,0,25.2
74,West,Medium,9,Post,1,31.31
74,West,Medium,10,Post,1,34.86
74,West,Medium,11,Post,1,31.98
74,West,Medium,12,Post,1,30.9
74,West,Medium,13,Post,1,39.64
74,West,Medium,14,Post,1,32.89
74,West,Medium,15,Post,1,32.26
74,West,Medium,16,Post,1,36.0
75,East,Small,1,Pre,0,28.91
75,East,Small,2,Pre,0,22.28
75,East,Small,3,Pre,0,19.76
75,East,Small,4,Pre,0,21.11
75,East,Small,5,Pre,0,16.23
75,East,Small,6,Pre,0,19.24
75,East,Small,7,Pre,0,20.03
75,East,Small,8,Pre,0,19.71
75,East,Small,9,Post,1,20.86
75,East,Small,10,Post,1,24.33
75,East,Small,11,Post,1,22.05
75,East,Small,12,Post,1,25.48
75,East,Small,13,Post,1,20.1
75,East,Small,14,Post,1,18.85
75,East,Small,15,Post,1,20.66
75,East,Small,16,Post,1,24.77
76,East,Small,1,Pre,0,20.96
76,East,Small,2,Pre,0,18.2
76,East,Small,3,Pre,0,19.67
76,East,Small,4,Pre,0,18.29
76,East,Small,5,Pre,0,19.32
76,East,Small,6,Pre,0,16.95
76,East,Small,7,Pre,0,11.75
76,East,Small,8,Pre,0,18.2
76,East,Small,9,Post,1,24.68
76,East,Small,10,Post,1,25.0
76,East,Small,11,Post,1,21.04
76,East,Small,12,Post,1,18.75
76,East,Small,13,Post,1,24.49
76,East,Small,14,Post,1,18.95
76,East,Small,15,Post,1,22.06
76,East,Small,16,Post,1,12.22
77,East,Medium,1,Pre,0,22.93
77,East,Medium,2,Pre,0,24.93
77,East,Medium,3,Pre,0,25.93
77,East,Medium,4,Pre,0,25.08
77,East,Medium,5,Pre,0,30.42
77,East,Medium,6,Pre,0,27.26
77,East,Medium,7,Pre,0,27.19
77,East,Medium,8,Pre,0,28.09
77,East,Medium,9,Post,1,31.09
77,East,Medium,10,Post,1,31.33
77,East,Medium,11,Post,1,23.91
77,East,Medium,12,Post,1,31.58
77,East,Medium,13,Post,1,26.03
77,East,Medium,14,Post,1,27.57
77,East,Medium,15,Post,1,29.0
77,East,Medium,16,Post,1,29.39
78,North,Large,1,Pre,0,42.29
78,North,Large,2,Pre,0,43.35
78,North,Large,3,Pre,0,43.92
78,North,Large,4,Pre,0,41.0
78,North,Large,5,Pre,0,45.88
78,North,Large,6,Pre,0,42.37
78,North,Large,7,Pre,0,43.17
78,North,Large,8,Pre,0,41.03
78,North,Large,9,Post,1,44.7
78,North,Large,10,Post,1,53.4
78,North,Large,11,Post,1,47.55
78,North,Large,12,Post,1,49.87
78,North,Large,13,Post,1,50.01
78,North,Large,14,Post,1,51.18
78,North,Large,15,Post,1,48.89
78,North,Large,16,Post,1,50.77
79,South,Large,1,Pre,0,39.33
79,South,Large,2,Pre,0,41.22
79,South,Large,3,Pre,0,45.28
79,South,Large,4,Pre,0,37.47
79,South,Large,5,Pre,0,36.83
79,South,Large,6,Pre,0,41.4
79,South,Large,7,Pre,0,41.08
79,South,Large,8,Pre,0,41.42
79,South,Large,9,Post,1,45.11
79,South,Large,10,Post,1,42.74
79,South,Large,11,Post,1,44.15
79,South,Large,12,Post,1,42.97
79,South,Large,13,Post,1,47.49
79,South,Large,14,Post,1,42.19
79,South,Large,15,Post,1,43.65
79,South,Large,16,Post,1,48.65
80,North,Large,1,Pre,0,40.56
80,North,Large,2,Pre,0,44.36
80,North,Large,3,Pre,0,45.07
80,North,Large,4,Pre,0,46.87
80,North,Large,5,Pre,0,48.1
80,North,Large,6,Pre,0,40.83
80,North,Large,7,Pre,0,41.4
80,North,Large,8,Pre,0,40.15
80,North,Large,9,Post,1,49.2
80,North,Large,10,Post,1,49.15
80,North,Large,11,Post,1,48.21
80,North,Large,12,Post,1,53.02
80,North,Large,13,Post,1,46.76
80,North,Large,14,Post,1,50.62
80,North,Large,15,Post,1,46.94
80,North,Large,16,Post,1,51.8
81,West,Medium,1,Pre,0,25.66
81,West,Medium,2,Pre,0,17.38
81,West,Medium,3,Pre,0,20.62
81,West,Medium,4,Pre,0,20.16
81,West,Medium,5,Pre,0,23.01
81,West,Medium,6,Pre,0,16.89
81,West,Medium,7,Pre,0,22.66
81,West,Medium,8,Pre,0,27.03
81,West,Medium,9,Post,1,23.46
81,West,Medium,10,Post,1,24.96
81,West,Medium,11,Post,1,22.79
81,West,Medium,12,Post,1,30.2
81,West,Medium,13,Post,1,26.35
81,West,Medium,14,Post,1,20.33
81,West,Medium,15,Post,1,29.29
81,West,Medium,16,Post,1,24.11
82,East,Small,1,Pre,0,14.5
82,East,Small,2,Pre,0,19.69
82,East,Small,3,Pre,0,20.47
82,East,Small,4,Pre,0,16.73
82,East,Small,5,Pre,0,16.68
82,East,Small,6,Pre,0,18.74
82,East,Small,7,Pre,0,16.78
82,East,Small,8,Pre,0,17.81
82,East,Small,9,Post,1,21.63
82,East,Small,10,Post,1,17.55
82,East,Small,11,Post,1,20.18
82,East,Small,12,Post,1,22.72
82,East,Small,13,Post,1,19.82
82,East,Small,14,Post,1,20.38
82,East,Small,15,Post,1,21.19
82,East,Small,16,Post,1,19.93
83,South,Small,1,Pre,0,16.41
83,South,Small,2,Pre,0,14.41
83,South,Small,3,Pre,0,11.7
83,South,Small,4,Pre,0,13.23
83,South,Small,5,Pre,0,16.29
83,South,Small,6,Pre,0,14.66
83,South,Small,7,Pre,0,16.0
83,South,Small,8,Pre,0,19.9
83,South,Small,9,Post,1,18.82
83,South,Small,10,Post,1,13.78
83,South,Small,11,Post,1,14.04
83,South,Small,12,Post,1,16.92
83,South,Small,13,Post,1,13.92
83,South,Small,14,Post,1,12.65
83,South,Small,15,Post,1,19.09
83,South,Small,16,Post,1,8.37
84,North,Large,1,Pre,0,43.82
84,North,Large,2,Pre,0,43.73
84,North,Large,3,Pre,0,46.06
84,North,Large,4,Pre,0,39.6
84,North,Large,5,Pre,0,44.5
84,North,Large,6,Pre,0,45.94
84,North,Large,7,Pre,0,37.62
84,North,Large,8,Pre,0,43.49
84,North,Large,9,Post,1,46.26
84,North,Large,10,Post,1,46.15
84,North,Large,11,Post,1,46.38
84,North,Large,12,Post,1,42.75
84,North,Large,13,Post,1,44.7
84,North,Large,14,Post,1,49.19
84,North,Large,15,Post,1,43.13
84,North,Large,16,Post,1,45.78
85,South,Medium,1,Pre,0,27.9
85,South,Medium,2,Pre,0,28.8
85,South,Medium,3,Pre,0,25.9
85,South,Medium,4,Pre,0,24.93
85,South,Medium,5,Pre,0,30.59
85,South,Medium,6,Pre,0,31.48
85,South,Medium,7,Pre,0,29.35
85,South,Medium,8,Pre,0,26.85
85,South,Medium,9,Post,1,26.51
85,South,Medium,10,Post,1,31.61
85,South,Medium,11,Post,1,33.31
85,South,Medium,12,Post,1,30.95
85,South,Medium,13,Post,1,27.53
85,South,Medium,14,Post,1,35.69
85,South,Medium,15,Post,1,35.24
85,South,Medium,16,Post,1,31.08
86,South,Small,1,Pre,0,19.77
86,South,Small,2,Pre,0,25.69
86,South,Small,3,Pre,0,21.31
86,South,Small,4,Pre,0,22.06
86,South,Small,5,Pre,0,22.53
86,South,Small,6,Pre,0,21.84
86,South,Small,7,Pre,0,23.01
86,South,Small,8,Pre,0,18.93
86,South,Small,9,Post,1,18.71
86,South,Small,10,Post,1,25.17
86,South,Small,11,Post,1,27.7
86,South,Small,12,Post,1,24.33
86,South,Small,13,Post,1,20.07
86,South,Small,14,Post,1,25.68
86,South,Small,15,Post,1,21.91
86,South,Small,16,Post,1,19.64
87,East,Small,1,Pre,0,22.28
87,East,Small,2,Pre,0,22.07
87,East,Small,3,Pre,0,20.81
87,East,Small,4,Pre,0,20.69
87,East,Small,5,Pre,0,18.82
87,East,Small,6,Pre,0,22.63
87,East,Small,7,Pre,0,21.85
87,East,Small,8,Pre,0,22.05
87,East,Small,9,Post,1,15.81
87,East,Small,10,Post,1,22.45
87,East,Small,11,Post,1,23.38
87,East,Small,12,Post,1,24.97
87,East,Small,13,Post,1,25.13
87,East,Small,14,Post,1,24.23
87,East,Small,15,Post,1,21.75
87,East,Small,16,Post,1,17.67
88,East,Medium,1,Pre,0,26.34
88,East,Medium,2,Pre,0,25.44
88,East,Medium,3,Pre,0,24.96
88,East,Medium,4,Pre,0,32.34
88,East,Medium,5,Pre,0,27.46
88,East,Medium,6,Pre,0,33.52
88,East,Medium,7,Pre,0,27.73
88,East,Medium,8,Pre,0,24.45
88,East,Medium,9,Post,1,34.55
88,East,Medium,10,Post,1,30.7
88,East,Medium,11,Post,1,34.02
88,East,Medium,12,Post,1,37.82
88,East,Medium,13,Post,1,28.28
88,East,Medium,14,Post,1,32.66
88,East,Medium,15,Post,1,28.59
88,East,Medium,16,Post,1,32.7
89,West,Small,1,Pre,0,15.97
89,West,Small,2,Pre,0,17.45
89,West,Small,3,Pre,0,15.51
89,West,Small,4,Pre,0,20.59
89,West,Small,5,Pre,0,21.0
89,West,Small,6,Pre,0,12.93
89,West,Small,7,Pre,0,15.5
89,West,Small,8,Pre,0,13.91
89,West,Small,9,Post,1,18.88
89,West,Small,10,Post,1,15.58
89,West,Small,11,Post,1,19.27
89,West,Small,12,Post,1,17.96
89,West,Small,13,Post,1,18.58
89,West,Small,14,Post,1,24.26
89,West,Small,15,Post,1,17.87
89,West,Small,16,Post,1,23.17
90,South,Small,1,Pre,0,16.85
90,South,Small,2,Pre,0,18.86
90,South,Small,3,Pre,0,11.41
90,South,Small,4,Pre,0,11.99
90,South,Small,5,Pre,0,17.4
90,South,Small,6,Pre,0,15.32
90,South,Small,7,Pre,0,16.1
90,South,Small,8,Pre,0,15.51
90,South,Small,9,Post,1,13.11
90,South,Small,10,Post,1,20.89
90,South,Small,11,Post,1,15.96
90,South,Small,12,Post,1,15.96
90,South,Small,13,Post,1,16.87
90,South,Small,14,Post,1,16.77
90,South,Small,15,Post,1,14.18
90,South,Small,16,Post,1,15.84
91,North,Medium,1,Pre,0,27.64
91,North,Medium,2,Pre,0,28.31
91,North,Medium,3,Pre,0,30.99
91,North,Medium,4,Pre,0,27.45
91,North,Medium,5,Pre,0,24.18
91,North,Medium,6,Pre,0,33.57
91,North,Medium,7,Pre,0,32.54
91,North,Medium,8,Pre,0,25.06
91,North,Medium,9,Post,1,31.3
91,North,Medium,10,Post,1,33.02
91,North,Medium,11,Post,1,29.4
91,North,Medium,12,Post,1,28.48
91,North,Medium,13,Post,1,30.69
91,North,Medium,14,Post,1,32.93
91,North,Medium,15,Post,1,32.04
91,North,Medium,16,Post,1,33.56
92,East,Medium,1,Pre,0,29.63
92,East,Medium,2,Pre,0,31.5
92,East,Medium,3,Pre,0,30.77
92,East,Medium,4,Pre,0,25.95
92,East,Medium,5,Pre,0,31.85
92,East,Medium,6,Pre,0,31.9
92,East,Medium,7,Pre,0,27.28
92,East,Medium,8,Pre,0,29.52
92,East,Medium,9,Post,1,32.85
92,East,Medium,10,Post,1,40.52
92,East,Medium,11,Post,1,27.81
92,East,Medium,12,Post,1,35.0
92,East,Medium,13,Post,1,36.41
92,East,Medium,14,Post,1,32.95
92,East,Medium,15,Post,1,36.7
92,East,Medium,16,Post,1,32.86
93,East,Medium,1,Pre,0,28.76
93,East,Medium,2,Pre,0,25.27
93,East,Medium,3,Pre,0,26.22
93,East,Medium,4,Pre,0,26.42
93,East,Medium,5,Pre,0,20.98
93,East,Medium,6,Pre,0,26.31
