"hotel_id","price","offer","offer_cat","year","month","weekend","holiday","nnights","scarce_room"
5696,580,0,"0% no offer",2018,6,1,0,1,1
5696,40,0,"0% no offer",2018,5,1,0,1,1
5697,68,0,"0% no offer",2018,6,1,0,1,1
5697,31,1,"1-15% offer",2018,4,1,0,1,1
5697,27,1,"15-50% offer",2017,11,0,0,1,0
5697,68,0,"0% no offer",2018,5,1,0,1,1
5697,39,0,"0% no offer",2017,11,1,0,1,0
5697,31,1,"1-15% offer",2018,1,1,0,1,1
5697,273,0,"0% no offer",2017,12,0,1,4,1
5697,68,0,"0% no offer",2018,3,1,0,1,1
5697,31,1,"1-15% offer",2018,2,1,0,1,1
5698,31,0,"0% no offer",2018,1,1,0,1,0
5698,34,0,"0% no offer",2018,6,1,0,1,0
5698,39,0,"0% no offer",2018,4,1,0,1,0
5698,46,0,"0% no offer",2018,2,1,0,1,0
5698,31,0,"0% no offer",2018,5,1,0,1,0
5698,31,0,"0% no offer",2018,3,1,0,1,1
5698,31,0,"0% no offer",2017,11,1,0,1,1
5698,31,0,"0% no offer",2017,11,0,0,1,1
5699,39,0,"0% no offer",2017,11,0,0,1,1
5699,44,0,"0% no offer",2018,6,1,0,1,1
5699,44,0,"0% no offer",2018,3,1,0,1,0
5699,44,0,"0% no offer",2018,2,1,0,1,0
5699,39,0,"0% no offer",2017,11,1,0,1,1
5699,208,0,"0% no offer",2017,12,0,1,4,1
5699,44,0,"0% no offer",2018,4,1,0,1,1
5699,52,0,"0% no offer",2017,12,0,1,1,1
5699,44,0,"0% no offer",2018,5,1,0,1,1
5699,44,0,"0% no offer",2018,1,1,0,1,1
5700,40,1,"15-50% offer",2018,1,1,0,1,1
5700,47,1,"15-50% offer",2017,11,0,0,1,1
5700,39,1,"15-50% offer",2018,4,1,0,1,1
5700,40,1,"15-50% offer",2018,2,1,0,1,1
5700,39,1,"15-50% offer",2018,3,1,0,1,1
5700,51,1,"1-15% offer",2017,11,1,0,1,1
5700,46,1,"15-50% offer",2018,5,1,0,1,1
5700,239,0,"0% no offer",2017,12,0,1,4,1
5700,51,1,"1-15% offer",2017,12,0,1,1,1
5701,348,0,"0% no offer",2017,12,0,1,4,1
5701,44,0,"0% no offer",2017,11,1,0,1,1
5701,87,0,"0% no offer",2017,12,0,1,1,1
5701,39,0,"0% no offer",2017,11,0,0,1,1
5702,357,0,"0% no offer",2017,12,0,1,4,0
5702,34,0,"0% no offer",2018,1,1,0,1,0
5702,46,0,"0% no offer",2018,5,1,0,1,0
5702,46,0,"0% no offer",2018,4,1,0,1,0
5702,34,0,"0% no offer",2017,11,1,0,1,0
5702,34,0,"0% no offer",2018,2,1,0,1,0
5702,29,1,"1-15% offer",2017,11,0,0,1,0
5702,46,0,"0% no offer",2018,3,1,0,1,0
5702,46,0,"0% no offer",2018,6,1,0,1,0
5703,44,1,"15-50% offer",2018,6,1,0,1,0
5703,44,1,"15-50% offer",2017,11,0,0,1,0
5703,44,1,"15-50% offer",2018,5,1,0,1,0
5703,50,1,"15-50% offer",2017,12,0,1,1,0
5703,44,1,"15-50% offer",2017,11,1,0,1,0
5703,44,1,"15-50% offer",2018,3,1,0,1,0
5703,44,1,"15-50% offer",2018,4,1,0,1,0
5703,196,1,"15-50% offer",2017,12,0,1,4,0
5703,44,1,"15-50% offer",2018,2,1,0,1,0
5703,44,1,"15-50% offer",2018,1,1,0,1,0
5704,284,0,"0% no offer",2017,11,1,0,1,1
5704,1137,0,"0% no offer",2017,12,0,1,4,1
5704,284,0,"0% no offer",2018,6,1,0,1,1
5704,284,0,"0% no offer",2017,12,0,1,1,1
5704,284,0,"0% no offer",2017,11,0,0,1,1
5705,501,0,"0% no offer",2017,12,0,1,4,0
5705,125,0,"0% no offer",2017,12,0,1,1,0
5705,43,0,"0% no offer",2017,11,1,0,1,1
5705,43,0,"0% no offer",2017,11,0,0,1,1
5706,40,1,"1-15% offer",2018,3,1,0,1,0
5706,69,0,"0% no offer",2018,1,1,0,1,0
5706,58,0,"0% no offer",2017,11,1,0,1,0
5706,44,1,"1-15% offer",2017,12,0,1,1,0
5706,52,0,"0% no offer",2018,2,1,0,1,0
5706,40,1,"1-15% offer",2018,5,1,0,1,0
5706,44,1,"1-15% offer",2017,11,0,0,1,0
5706,40,1,"1-15% offer",2018,4,1,0,1,0
5706,58,0,"0% no offer",2018,6,1,0,1,0
5706,190,0,"0% no offer",2017,12,0,1,4,0
5707,42,0,"0% no offer",2018,5,1,0,1,1
5707,42,0,"0% no offer",2017,11,1,0,1,1
5707,42,0,"0% no offer",2017,12,0,1,1,1
5707,42,0,"0% no offer",2018,3,1,0,1,1
5707,42,0,"0% no offer",2018,2,1,0,1,1
5707,42,0,"0% no offer",2018,1,1,0,1,1
5707,42,0,"0% no offer",2018,6,1,0,1,1
5707,42,0,"0% no offer",2018,4,1,0,1,1
5707,171,0,"0% no offer",2017,12,0,1,4,1
5707,42,0,"0% no offer",2017,11,0,0,1,1
5708,556,0,"0% no offer",2017,12,0,1,4,1
5709,204,1,"50%-75% offer",2017,12,0,1,4,1
5709,58,1,"15-50% offer",2018,6,1,0,1,1
5710,27,0,"0% no offer",2018,3,1,0,1,0
5710,22,0,"0% no offer",2017,11,1,0,1,0
5710,27,0,"0% no offer",2018,4,1,0,1,0
5710,22,0,"0% no offer",2018,1,1,0,1,0
5710,22,0,"0% no offer",2018,2,1,0,1,0
5710,39,0,"0% no offer",2018,5,1,0,1,1
5710,90,0,"0% no offer",2017,12,0,1,4,0
5710,32,0,"0% no offer",2018,6,1,0,1,0
5710,20,0,"0% no offer",2017,11,0,0,1,0
5710,22,0,"0% no offer",2017,12,0,1,1,0
5711,35,1,"15-50% offer",2017,11,1,0,1,1
5711,37,1,"15-50% offer",2018,1,1,0,1,0
5711,157,1,"15-50% offer",2017,12,0,1,4,1
5711,37,1,"15-50% offer",2018,2,1,0,1,1
5711,37,1,"15-50% offer",2018,3,1,0,1,1
5711,40,1,"15-50% offer",2017,12,0,1,1,1
5711,35,1,"15-50% offer",2017,11,0,0,1,1
5712,241,0,"0% no offer",2017,12,0,1,4,0
5713,395,0,"0% no offer",2017,12,0,1,4,0
5713,77,0,"0% no offer",2017,11,0,0,1,0
5713,77,0,"0% no offer",2017,12,0,1,1,0
5713,77,0,"0% no offer",2017,11,1,0,1,0
5714,60,1,"1-15% offer",2018,2,1,0,1,0
5714,92,0,"0% no offer",2017,12,0,1,1,0
5714,103,0,"0% no offer",2018,4,1,0,1,0
5714,64,1,"1-15% offer",2017,11,1,0,1,0
5714,64,1,"1-15% offer",2018,1,1,0,1,0
5714,371,0,"0% no offer",2017,12,0,1,4,0
5714,77,0,"0% no offer",2018,3,1,0,1,0
5714,61,0,"0% no offer",2018,5,1,0,1,0
5714,64,1,"1-15% offer",2017,11,0,0,1,0
5715,41,0,"0% no offer",2017,12,0,1,1,0
5715,161,0,"0% no offer",2017,12,0,1,4,1
5715,52,0,"0% no offer",2017,11,0,0,1,0
5715,41,0,"0% no offer",2017,11,1,0,1,0
5716,49,0,"0% no offer",2017,11,1,0,1,1
5716,49,0,"0% no offer",2017,11,0,0,1,1
5717,80,0,"0% no offer",2017,12,0,1,1,0
5717,80,0,"0% no offer",2017,11,0,0,1,0
5717,80,0,"0% no offer",2017,11,1,0,1,0
5717,90,0,"0% no offer",2018,4,1,0,1,1
5717,90,0,"0% no offer",2018,6,1,0,1,1
5717,310,1,"1-15% offer",2017,12,0,1,4,0
5717,90,0,"0% no offer",2018,3,1,0,1,1
5717,90,0,"0% no offer",2018,2,1,0,1,1
5717,90,0,"0% no offer",2018,1,1,0,1,1
5717,90,0,"0% no offer",2018,5,1,0,1,1
5718,69,0,"0% no offer",2017,12,0,1,1,0
5718,55,0,"0% no offer",2017,11,1,0,1,0
5718,55,0,"0% no offer",2017,11,0,0,1,0
5718,278,0,"0% no offer",2017,12,0,1,4,0
5719,38,0,"0% no offer",2018,3,1,0,1,0
5719,38,0,"0% no offer",2018,1,1,0,1,1
5719,38,0,"0% no offer",2018,6,1,0,1,0
5719,42,0,"0% no offer",2017,11,1,0,1,0
5719,33,1,"1-15% offer",2017,11,0,0,1,0
5719,38,0,"0% no offer",2018,2,1,0,1,0
5719,264,0,"0% no offer",2017,12,0,1,4,1
5719,38,0,"0% no offer",2018,4,1,0,1,0
5719,66,0,"0% no offer",2017,12,0,1,1,0
5719,38,0,"0% no offer",2018,5,1,0,1,0
5720,59,1,"15-50% offer",2017,12,0,1,1,0
5720,88,1,"1-15% offer",2018,2,1,0,1,0
5720,244,1,"15-50% offer",2017,12,0,1,4,1
5720,62,1,"15-50% offer",2017,11,0,0,1,0
5720,70,1,"15-50% offer",2017,11,1,0,1,0
5720,88,1,"1-15% offer",2018,3,1,0,1,0
5720,88,1,"1-15% offer",2018,1,1,0,1,0
5721,56,1,"1-15% offer",2017,11,0,0,1,1
5721,320,0,"0% no offer",2017,12,0,1,4,1
5721,56,1,"1-15% offer",2017,11,1,0,1,1
5721,80,0,"0% no offer",2017,12,0,1,1,1
5722,84,0,"0% no offer",2018,1,1,0,1,1
5722,39,0,"0% no offer",2017,11,1,0,1,0
5722,36,0,"0% no offer",2017,11,0,0,1,0
5722,87,0,"0% no offer",2018,3,1,0,1,1
5722,84,0,"0% no offer",2018,2,1,0,1,1
5722,87,0,"0% no offer",2018,4,1,0,1,1
5722,87,0,"0% no offer",2018,5,1,0,1,1
5722,325,0,"0% no offer",2017,12,0,1,4,0
5722,81,0,"0% no offer",2017,12,0,1,1,0
5723,68,0,"0% no offer",2018,6,1,0,1,0
5723,126,0,"0% no offer",2017,12,0,1,1,0
5723,57,0,"0% no offer",2017,11,1,0,1,0
5723,68,0,"0% no offer",2018,4,1,0,1,0
5723,68,0,"0% no offer",2018,3,1,0,1,0
5723,51,1,"1-15% offer",2018,2,1,0,1,0
5723,86,0,"0% no offer",2018,1,1,0,1,0
5723,505,0,"0% no offer",2017,12,0,1,4,0
5723,68,0,"0% no offer",2018,5,1,0,1,0
5723,51,1,"1-15% offer",2017,11,0,0,1,0
5724,30,0,"0% no offer",2018,1,1,0,1,0
5724,30,0,"0% no offer",2018,3,1,0,1,0
5724,144,0,"0% no offer",2017,12,0,1,4,0
5724,32,0,"0% no offer",2018,6,1,0,1,1
5724,37,0,"0% no offer",2017,12,0,1,1,0
5724,48,0,"0% no offer",2018,4,1,0,1,1
5724,37,0,"0% no offer",2017,11,0,0,1,0
5724,30,0,"0% no offer",2018,2,1,0,1,0
5724,37,0,"0% no offer",2017,11,1,0,1,0
5724,41,0,"0% no offer",2018,5,1,0,1,1
5725,51,1,"15-50% offer",2018,6,1,0,1,1
5725,46,1,"15-50% offer",2018,3,1,0,1,1
5725,180,1,"15-50% offer",2017,12,0,1,4,1
5725,41,1,"15-50% offer",2017,12,0,1,1,1
5725,41,1,"15-50% offer",2018,2,1,0,1,1
5725,41,1,"15-50% offer",2017,11,1,0,1,1
5725,41,1,"15-50% offer",2018,1,1,0,1,1
5725,41,1,"15-50% offer",2017,11,0,0,1,1
5725,46,1,"15-50% offer",2018,5,1,0,1,1
5726,78,0,"0% no offer",2018,5,1,0,1,1
5726,67,1,"1-15% offer",2018,2,1,0,1,1
5726,66,1,"15-50% offer",2017,11,0,0,1,1
5726,78,0,"0% no offer",2018,6,1,0,1,1
5726,365,0,"0% no offer",2017,12,0,1,4,1
5726,67,1,"1-15% offer",2018,1,1,0,1,1
5726,78,0,"0% no offer",2018,3,1,0,1,1
5726,73,0,"0% no offer",2017,12,0,1,1,1
5726,78,0,"0% no offer",2018,4,1,0,1,1
5726,66,1,"15-50% offer",2017,11,1,0,1,1
5727,36,1,"75%+ offer ",2018,3,1,0,1,1
5727,36,1,"75%+ offer ",2018,2,1,0,1,1
5727,29,1,"75%+ offer ",2018,1,1,0,1,0
5727,232,0,"0% no offer",2017,12,0,1,1,1
5727,928,0,"0% no offer",2017,12,0,1,4,1
5728,27,1,"15-50% offer",2018,1,1,0,1,1
5728,32,1,"1-15% offer",2018,6,1,0,1,1
5728,159,0,"0% no offer",2017,12,0,1,4,1
5728,32,1,"1-15% offer",2018,4,1,0,1,1
5728,30,1,"1-15% offer",2017,11,0,0,1,1
5728,33,0,"0% no offer",2017,11,1,0,1,1
5728,27,1,"15-50% offer",2018,2,1,0,1,1
5728,28,1,"15-50% offer",2017,12,0,1,1,1
5728,32,1,"1-15% offer",2018,5,1,0,1,1
5728,32,1,"1-15% offer",2018,3,1,0,1,1
5729,41,1,"50%-75% offer",2018,5,1,0,1,1
5729,227,1,"15-50% offer",2017,12,0,1,4,1
5729,36,1,"50%-75% offer",2018,4,1,0,1,1
5729,97,0,"0% no offer",2017,11,0,0,1,1
5729,56,1,"15-50% offer",2018,6,1,0,1,1
5729,36,1,"50%-75% offer",2018,3,1,0,1,1
5729,36,1,"50%-75% offer",2018,1,1,0,1,1
5729,36,1,"50%-75% offer",2018,2,1,0,1,1
5729,56,1,"15-50% offer",2017,12,0,1,1,1
5729,97,0,"0% no offer",2017,11,1,0,1,1
5730,46,1,"15-50% offer",2017,11,1,0,1,1
5730,55,1,"15-50% offer",2018,1,1,0,1,1
5730,55,1,"15-50% offer",2018,5,1,0,1,1
5730,55,1,"15-50% offer",2017,12,0,1,1,1
5730,55,1,"15-50% offer",2018,4,1,0,1,1
5730,216,1,"15-50% offer",2017,12,0,1,4,1
5730,55,1,"15-50% offer",2018,2,1,0,1,1
5730,55,1,"15-50% offer",2018,3,1,0,1,1
5730,55,1,"15-50% offer",2018,6,1,0,1,1
5730,38,1,"15-50% offer",2017,11,0,0,1,1
5731,63,0,"0% no offer",2018,2,1,0,1,1
5731,63,0,"0% no offer",2017,11,1,0,1,0
5731,255,0,"0% no offer",2017,12,0,1,4,0
5731,63,0,"0% no offer",2018,3,1,0,1,1
5731,63,0,"0% no offer",2018,1,1,0,1,0
5731,63,0,"0% no offer",2018,4,1,0,1,1
5731,63,0,"0% no offer",2018,5,1,0,1,1
5731,63,0,"0% no offer",2018,6,1,0,1,1
5731,63,0,"0% no offer",2017,12,0,1,1,0
5731,63,0,"0% no offer",2017,11,0,0,1,0
5732,413,0,"0% no offer",2017,12,0,1,4,0
5732,67,1,"1-15% offer",2017,11,0,0,1,1
5732,52,1,"15-50% offer",2018,2,1,0,1,1
5732,82,0,"0% no offer",2017,12,0,1,1,1
5732,52,1,"15-50% offer",2018,1,1,0,1,1
5732,67,1,"1-15% offer",2017,11,1,0,1,1
5732,72,1,"1-15% offer",2018,6,1,0,1,1
5733,211,0,"0% no offer",2017,12,0,1,4,0
5733,54,0,"0% no offer",2017,12,0,1,1,0
5733,29,1,"15-50% offer",2017,11,1,0,1,0
5733,29,1,"15-50% offer",2017,11,0,0,1,0
5734,99,0,"0% no offer",2018,1,1,0,1,1
5734,99,0,"0% no offer",2018,2,1,0,1,1
5734,397,0,"0% no offer",2017,12,0,1,4,1
5734,84,0,"0% no offer",2017,12,0,1,1,1
5734,84,0,"0% no offer",2017,11,1,0,1,1
5734,84,0,"0% no offer",2017,11,0,0,1,1
5734,99,0,"0% no offer",2018,4,1,0,1,1
5734,99,0,"0% no offer",2018,3,1,0,1,1
5735,116,0,"0% no offer",2018,1,1,0,1,1
5735,116,0,"0% no offer",2017,11,0,0,1,1
5735,464,0,"0% no offer",2017,12,0,1,4,1
5735,116,0,"0% no offer",2018,2,1,0,1,1
5735,116,0,"0% no offer",2018,4,1,0,1,1
5735,116,0,"0% no offer",2017,11,1,0,1,1
5735,116,0,"0% no offer",2018,3,1,0,1,1
5735,116,0,"0% no offer",2017,12,0,1,1,1
5736,44,0,"0% no offer",2017,12,0,1,1,1
5736,40,0,"0% no offer",2018,4,1,0,1,1
5736,58,0,"0% no offer",2017,11,1,0,1,1
5736,40,0,"0% no offer",2018,3,1,0,1,1
5736,40,0,"0% no offer",2018,6,1,0,1,1
5736,44,0,"0% no offer",2017,11,0,0,1,1
5736,40,0,"0% no offer",2018,2,1,0,1,1
5736,190,0,"0% no offer",2017,12,0,1,4,1
5736,40,0,"0% no offer",2018,5,1,0,1,1
5736,40,0,"0% no offer",2018,1,1,0,1,1
5737,696,0,"0% no offer",2017,12,0,1,4,1
5737,174,0,"0% no offer",2017,12,0,1,1,1
5737,174,0,"0% no offer",2017,11,1,0,1,1
5737,174,0,"0% no offer",2017,11,0,0,1,1
5738,51,1,"15-50% offer",2018,6,1,0,1,1
5738,36,1,"15-50% offer",2018,4,1,0,1,1
5738,53,1,"15-50% offer",2018,1,1,0,1,1
5738,216,1,"15-50% offer",2017,12,0,1,4,1
5738,42,1,"15-50% offer",2017,11,1,0,1,1
5738,42,1,"15-50% offer",2017,11,0,0,1,1
5738,44,1,"15-50% offer",2017,12,0,1,1,1
5738,36,1,"15-50% offer",2018,3,1,0,1,1
5738,36,1,"15-50% offer",2018,5,1,0,1,1
5738,36,1,"15-50% offer",2018,2,1,0,1,1
5739,273,0,"0% no offer",2017,12,0,1,4,0
5739,56,0,"0% no offer",2018,1,1,0,1,0
5739,56,0,"0% no offer",2017,11,1,0,1,0
5739,56,0,"0% no offer",2018,2,1,0,1,0
5739,56,0,"0% no offer",2017,11,0,0,1,0
5739,56,0,"0% no offer",2017,12,0,1,1,0
5740,45,0,"0% no offer",2018,5,1,0,1,1
5740,33,1,"15-50% offer",2017,11,0,0,1,1
5740,40,0,"0% no offer",2017,11,1,0,1,1
5740,40,0,"0% no offer",2018,2,1,0,1,1
5740,45,0,"0% no offer",2018,3,1,0,1,1
5740,40,0,"0% no offer",2018,1,1,0,1,1
5740,36,1,"1-15% offer",2018,4,1,0,1,1
5740,206,0,"0% no offer",2017,12,0,1,4,1
5740,50,0,"0% no offer",2017,12,0,1,1,1
5740,43,0,"0% no offer",2018,6,1,0,1,1
5741,28,0,"0% no offer",2018,6,1,0,1,1
5741,24,0,"0% no offer",2018,3,1,0,1,1
5741,24,0,"0% no offer",2017,11,0,0,1,1
5741,24,0,"0% no offer",2017,12,0,1,1,1
5741,24,0,"0% no offer",2018,1,1,0,1,1
5741,24,0,"0% no offer",2018,2,1,0,1,1
5741,28,0,"0% no offer",2018,4,1,0,1,1
5741,28,0,"0% no offer",2018,5,1,0,1,1
5741,24,0,"0% no offer",2017,11,1,0,1,1
5741,115,0,"0% no offer",2017,12,0,1,4,1
5742,327,1,"50%-75% offer",2017,12,0,1,4,1
5742,55,1,"15-50% offer",2018,5,1,0,1,0
5742,110,0,"0% no offer",2018,6,1,0,1,0
5742,45,1,"15-50% offer",2018,2,1,0,1,0
5742,45,1,"50%-75% offer",2017,11,1,0,1,1
5742,84,1,"50%-75% offer",2017,12,0,1,1,1
5742,84,1,"50%-75% offer",2018,1,1,0,1,1
5742,112,0,"0% no offer",2018,4,1,0,1,1
5742,112,0,"0% no offer",2018,3,1,0,1,1
5742,45,1,"50%-75% offer",2017,11,0,0,1,1
5743,60,0,"0% no offer",2017,12,0,1,1,1
5743,69,0,"0% no offer",2018,4,1,0,1,1
5743,244,0,"0% no offer",2017,12,0,1,4,1
5743,69,0,"0% no offer",2018,6,1,0,1,1
5743,55,0,"0% no offer",2018,1,1,0,1,1
5743,69,0,"0% no offer",2018,5,1,0,1,1
5743,55,0,"0% no offer",2018,2,1,0,1,1
5743,49,1,"1-15% offer",2017,11,0,0,1,1
5743,55,0,"0% no offer",2017,11,1,0,1,1
5743,55,0,"0% no offer",2018,3,1,0,1,1
5744,36,1,"15-50% offer",2017,11,0,0,1,0
5744,219,0,"0% no offer",2018,6,1,0,1,0
5744,218,1,"1-15% offer",2017,12,0,1,4,0
5744,54,1,"1-15% offer",2018,1,1,0,1,0
5744,163,0,"0% no offer",2018,3,1,0,1,1
5744,43,1,"15-50% offer",2017,11,1,0,1,0
5744,219,0,"0% no offer",2018,4,1,0,1,0
5744,54,1,"1-15% offer",2018,2,1,0,1,0
5744,219,0,"0% no offer",2018,5,1,0,1,0
5745,65,0,"0% no offer",2017,11,1,0,1,1
5745,55,1,"1-15% offer",2018,5,1,0,1,1
5745,55,1,"1-15% offer",2018,4,1,0,1,1
5745,55,1,"1-15% offer",2018,3,1,0,1,0
5745,44,1,"15-50% offer",2018,1,1,0,1,1
5745,54,1,"1-15% offer",2017,11,0,0,1,1
5745,449,0,"0% no offer",2017,12,0,1,4,1
5745,55,1,"1-15% offer",2018,6,1,0,1,1
5745,116,0,"0% no offer",2017,12,0,1,1,1
5745,44,1,"15-50% offer",2018,2,1,0,1,1
5746,68,0,"0% no offer",2018,4,1,0,1,0
5746,285,0,"0% no offer",2017,12,0,1,4,1
5746,68,0,"0% no offer",2017,12,0,1,1,0
5746,68,0,"0% no offer",2018,5,1,0,1,0
5746,68,0,"0% no offer",2018,6,1,0,1,0
5746,68,0,"0% no offer",2017,11,0,0,1,0
5746,68,0,"0% no offer",2018,3,1,0,1,0
5746,68,0,"0% no offer",2018,1,1,0,1,0
5746,68,0,"0% no offer",2018,2,1,0,1,0
5746,68,0,"0% no offer",2017,11,1,0,1,0
5747,43,1,"75%+ offer ",2018,3,1,0,1,0
5747,43,1,"75%+ offer ",2018,2,1,0,1,0
5747,43,1,"15-50% offer",2017,11,0,0,1,0
5747,54,1,"15-50% offer",2017,12,0,1,1,0
5747,232,1,"15-50% offer",2017,12,0,1,4,1
5747,43,1,"75%+ offer ",2018,6,1,0,1,0
5747,41,1,"75%+ offer ",2018,5,1,0,1,0
5747,41,1,"75%+ offer ",2018,4,1,0,1,0
5747,59,1,"15-50% offer",2017,11,1,0,1,1
5747,46,1,"50%-75% offer",2018,1,1,0,1,0
5748,52,1,"15-50% offer",2017,11,0,0,1,1
5748,103,0,"0% no offer",2017,12,0,1,1,1
5748,63,1,"1-15% offer",2017,11,1,0,1,1
5748,413,0,"0% no offer",2017,12,0,1,4,1
5749,72,0,"0% no offer",2017,11,1,0,1,0
5749,136,0,"0% no offer",2018,6,1,0,1,0
5749,72,0,"0% no offer",2017,11,0,0,1,0
5749,98,0,"0% no offer",2017,12,0,1,1,0
5749,136,0,"0% no offer",2018,4,1,0,1,0
5749,98,0,"0% no offer",2018,1,1,0,1,0
5749,136,0,"0% no offer",2018,5,1,0,1,0
5749,98,0,"0% no offer",2018,2,1,0,1,0
5749,123,0,"0% no offer",2018,3,1,0,1,0
5749,430,0,"0% no offer",2017,12,0,1,4,0
5750,40,1,"1-15% offer",2017,12,0,1,1,1
5750,191,0,"0% no offer",2017,12,0,1,4,1
5750,39,1,"15-50% offer",2017,11,0,0,1,1
5750,39,1,"15-50% offer",2017,11,1,0,1,1
5751,226,0,"0% no offer",2017,12,0,1,4,1
5751,33,1,"1-15% offer",2017,11,0,0,1,1
5751,35,0,"0% no offer",2017,11,1,0,1,1
5751,40,0,"0% no offer",2017,12,0,1,1,1
5752,522,0,"0% no offer",2017,11,1,0,1,1
5752,522,0,"0% no offer",2017,11,0,0,1,1
5753,43,1,"75%+ offer ",2017,11,0,0,1,1
5753,43,1,"75%+ offer ",2017,11,1,0,1,1
5753,47,1,"75%+ offer ",2018,1,1,0,1,1
5753,188,1,"75%+ offer ",2017,12,0,1,4,1
5753,208,1,"50%-75% offer",2018,2,1,0,1,1
5754,62,1,"15-50% offer",2017,11,1,0,1,1
5754,62,1,"15-50% offer",2017,12,0,1,1,1
5754,62,1,"15-50% offer",2018,3,1,0,1,1
5754,62,1,"15-50% offer",2018,1,1,0,1,1
5754,62,1,"15-50% offer",2018,5,1,0,1,1
5754,62,1,"15-50% offer",2018,6,1,0,1,1
5754,62,1,"15-50% offer",2018,2,1,0,1,1
5754,62,1,"15-50% offer",2017,11,0,0,1,1
5754,62,1,"15-50% offer",2018,4,1,0,1,1
5754,250,1,"15-50% offer",2017,12,0,1,4,1
5755,52,0,"0% no offer",2017,11,1,0,1,1
5755,52,0,"0% no offer",2017,11,0,0,1,1
5756,83,0,"0% no offer",2017,11,1,0,1,1
5756,83,0,"0% no offer",2017,11,0,0,1,1
5756,252,1,"15-50% offer",2017,12,0,1,4,1
5756,71,0,"0% no offer",2018,4,1,0,1,1
5756,67,0,"0% no offer",2017,12,0,1,1,1
5756,71,0,"0% no offer",2018,5,1,0,1,1
5756,71,0,"0% no offer",2018,6,1,0,1,1
5756,71,0,"0% no offer",2018,3,1,0,1,1
5756,49,1,"15-50% offer",2018,2,1,0,1,1
5756,49,1,"15-50% offer",2018,1,1,0,1,1
5757,55,0,"0% no offer",2018,5,1,0,1,1
5757,36,0,"0% no offer",2018,2,1,0,1,1
5757,55,0,"0% no offer",2018,4,1,0,1,1
5757,55,0,"0% no offer",2018,6,1,0,1,1
5757,234,0,"0% no offer",2017,12,0,1,4,1
5757,58,0,"0% no offer",2017,12,0,1,1,1
5757,36,0,"0% no offer",2018,1,1,0,1,1
5757,55,0,"0% no offer",2018,3,1,0,1,1
5757,39,0,"0% no offer",2017,11,1,0,1,1
5757,36,0,"0% no offer",2017,11,0,0,1,1
5758,209,0,"0% no offer",2017,12,0,1,4,1
5759,40,1,"1-15% offer",2017,11,0,0,1,1
5759,36,1,"15-50% offer",2018,1,1,0,1,0
5759,36,1,"15-50% offer",2018,3,1,0,1,0
5759,46,0,"0% no offer",2017,11,1,0,1,1
5759,59,0,"0% no offer",2017,12,0,1,1,1
5759,74,0,"0% no offer",2018,4,1,0,1,1
5759,36,1,"15-50% offer",2018,2,1,0,1,0
5759,237,0,"0% no offer",2017,12,0,1,4,1
5760,43,1,"15-50% offer",2018,2,1,0,1,1
5760,43,1,"15-50% offer",2018,3,1,0,1,1
5760,43,1,"15-50% offer",2018,4,1,0,1,1
5760,42,1,"15-50% offer",2018,1,1,0,1,1
5760,43,1,"15-50% offer",2018,6,1,0,1,1
5760,41,1,"15-50% offer",2017,11,0,0,1,1
5760,48,1,"15-50% offer",2017,12,0,1,1,1
5760,43,1,"15-50% offer",2018,5,1,0,1,1
5760,181,1,"15-50% offer",2017,12,0,1,4,1
5760,41,1,"15-50% offer",2017,11,1,0,1,1
5761,21,1,"15-50% offer",2017,11,0,0,1,0
5761,41,0,"0% no offer",2018,5,1,0,1,1
5761,55,0,"0% no offer",2018,6,1,0,1,1
5761,154,0,"0% no offer",2017,12,0,1,4,0
5761,28,1,"1-15% offer",2018,2,1,0,1,1
5761,42,0,"0% no offer",2017,12,0,1,1,0
5761,23,1,"15-50% offer",2018,3,1,0,1,1
5761,41,0,"0% no offer",2018,4,1,0,1,1
5761,28,1,"1-15% offer",2018,1,1,0,1,1
5761,24,1,"15-50% offer",2017,11,1,0,1,0
5762,46,0,"0% no offer",2018,1,1,0,1,0
5762,180,0,"0% no offer",2017,12,0,1,4,1
5762,40,0,"0% no offer",2018,4,1,0,1,0
5762,35,1,"1-15% offer",2017,11,0,0,1,1
5762,40,0,"0% no offer",2018,6,1,0,1,0
5762,40,0,"0% no offer",2018,5,1,0,1,0
5762,37,1,"1-15% offer",2017,11,1,0,1,1
5762,46,0,"0% no offer",2017,12,0,1,1,0
5762,32,1,"15-50% offer",2018,2,1,0,1,0
5762,32,1,"15-50% offer",2018,3,1,0,1,1
5763,60,0,"0% no offer",2017,11,0,0,1,1
5763,52,1,"1-15% offer",2018,5,1,0,1,1
5763,52,1,"1-15% offer",2018,4,1,0,1,1
5763,77,0,"0% no offer",2018,1,1,0,1,1
5763,52,1,"1-15% offer",2018,3,1,0,1,1
5763,278,0,"0% no offer",2017,12,0,1,4,1
5763,60,0,"0% no offer",2017,12,0,1,1,1
5763,60,0,"0% no offer",2017,11,1,0,1,1
5764,69,0,"0% no offer",2018,6,1,0,1,0
5764,69,0,"0% no offer",2018,5,1,0,1,0
5764,58,1,"15-50% offer",2017,12,0,1,1,0
5764,69,0,"0% no offer",2018,1,1,0,1,0
5764,58,1,"15-50% offer",2017,11,0,0,1,0
5764,58,1,"15-50% offer",2017,11,1,0,1,0
